"id","place_id","lat","lng","created_at","updated_at"
3,7,12.9538477,77.3507442,"2019-05-13 22:14:23.421398","2019-05-13 22:14:23.421398"
4,8,22.606008239876047,88.37067604064944,"2019-05-13 22:14:23.421398","2019-05-13 22:14:23.421398"
